lemma,gen,phon,freq_lex_books,freq_lex_subtitles,freq_frcow,last_process_broad,last_process_narrow,prefix,compound,conversion,suffix,suffix_broad,sfx_base,sfx_base_pos,autonomous_base,base_stem_phon,sfx_allomorph,der_stem_phon,edit_distance,pattern,pattern_tf,pattern_rel_tf,base_der_sim,offset_sim
concept,m,kɔ̃.sɛpt,3.24,8.66,455280,conversion,conversion-V13,0,0,V13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
concertiste,m,kɔ̃.sɛʁ.tist,0,0.6,1602,suffix,suffix,0,0,0,iste,iste,concert,N,TRUE,kɔ̃sɛʁ,ist,kɔ̃sɛʁt,1,_~_tist,2,0.021505376344086,0.449326753616333,0.25600670349052
concile,m,kɔ̃.sil,3.11,0.17,50844,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conciliabule,m,kɔ̃.si.lja.byl,3.58,0.28,1436,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conclave,m,kɔ̃.klav,0.47,0,4297,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conclusion,f,kɔ̃.kly.zjɔ̃,20.68,13.9,365123,suffix,suffix,0,0,0,ion,ion,conclure,V,TRUE,kɔ̃kly,jɔ̃,kɔ̃klyz,1,_~_zjɔ̃,1,0.007194244604317,0.389464557170868,0.652500355841498
concubin,m,kɔ̃.ky.bɛ̃,2.84,1.98,7994,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
concubinage,m,kɔ̃.ky.bi.naʒ,0.68,0.77,5116,suffix,suffix,0,0,0,age,age,concubin,N,TRUE,kɔ̃kybɛ̃,aʒ,kɔ̃kybin,0,_ɛ̃~_inaʒ,3,0.03448275862069,0.724006652832031,0.07425148355219
concurrence,f,kɔ̃.ky.ʁɑ̃s,5,6,315284,suffix,suffix,0,0,V0,ence,ence,concurrent,A,TRUE,kɔ̃kyʁ,ɑ̃s,kɔ̃kyʁ,0,_~_ɑ̃s,14,1,0.384170323610306,0.550165876009527
concurrent,m,kɔ̃.ky.ʁɑ̃,3.51,6.36,120465,conversion,conversion-A,0,0,A,ent,ent,concurrence,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
condé,m,kɔ̃.de,6.49,0.1,10411,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
condensation,f,kɔ̃.dɑ̃.sa.sjɔ̃,1.22,0.28,15814,suffix,suffix,0,0,0,ion,ion,condenser,V,TRUE,kɔ̃dɑ̃s,asjɔ̃,kɔ̃dɑ̃s,0,_~_asjɔ̃,83,0.597122302158273,0.466677933931351,0.512962710110737
condensé,m,kɔ̃.dɑ̃.se,0.34,0.05,6401,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
condescendance,f,kɔ̃.dE.sɑ̃.dɑ̃s,4.53,0.7,6807,suffix,suffix,0,0,0,ance,ance,condescendre,V,TRUE,kɔ̃dEsɑ̃d,ɑ̃s,kɔ̃dEsɑ̃d,0,_~_ɑ̃s,19,0.95,0.707510709762573,0.513521296839999
condiment,m,kɔ̃.di.mɑ̃,0.61,0.68,4814,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
condisciple,f,kɔ̃.di.sipl,3.11,0.15,3472,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conditionnement,m,kɔ̃.di.sjɔ.nə.mɑ̃,0.95,0.52,42341,suffix,suffix,0,0,0,ment,ment,conditionner,V,TRUE,kɔ̃disjOn,əmɑ̃,kɔ̃disjɔn,0,_O_~_ɔ_əmɑ̃,27,0.160714285714286,0.357431858778,0.489063257778032
condor,m,kɔ̃.dɔʁ,0.61,1.33,3821,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conducteur,m,kɔ̃.dyk.tœʁ,15.14,10.94,131054,suffix,suffix,0,0,A,eurM,eurM2,conduire,V,TRUE,kɔ̃dɥiz,œʁ,kɔ̃dykt,3,_ɥiz~_yktœʁ,2,0.011363636363636,0.077599950134754,0.604991231520119
cône,m,kon,3.38,1.08,23763,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
confectionneur,m,kɔ̃.fE.ksjO.nœʁ,0.47,0.14,323,suffix,suffix,0,0,0,eurM,eurM1,confectionner,V,TRUE,kɔ̃fEksjOn,œʁ,kɔ̃fEksjOn,0,_~_œʁ,134,0.761363636363636,0.408301472663879,0.633801442064843
confident,m,kɔ̃.fi.dɑ̃,5.54,1.28,5581,suffix,suffix,0,0,0,ent,ent,confier,V,TRUE,kɔ̃fi,ɑ̃,kɔ̃fid,1,_~_dɑ̃,1,0.333333333333333,0.222280353307724,0.682594060226914
confidente,f,kɔ̃.fi.dɑ̃t,5.54,1.28,2462,suffix,suffix,0,0,0,ente,ent,confier,V,TRUE,kɔ̃fi,ɑ̃t,kɔ̃fid,1,_~_dɑ̃t,1,0.5,0.138942450284958,0.806290071675548
confidentialité,f,kɔ̃.fi.dɑ̃.sja.li.te,0,1.31,48578,suffix,suffix,0,0,0,ité,ité,confidentiel,A,TRUE,kɔ̃fidɑ̃sjɛl,ite,kɔ̃fidɑ̃sjal,1,_ɛ_~_a_ite,10,0.181818181818182,0.56701672077179,0.65184412852713
confiscation,f,kɔ̃.fis.ka.sjɔ̃,0.81,0.47,12557,suffix,suffix,0,0,0,ion,ion,confisquer,V,TRUE,kɔ̃fisk,asjɔ̃,kɔ̃fisk,0,_~_asjɔ̃,83,0.597122302158273,0.653319478034973,0.727201076671247
confiserie,f,kɔ̃.fi.zə.ʁi,1.69,1.56,8283,suffix,suffix,0,0,0,erie,erie,confire,V,TRUE,kɔ̃fiz,əʁi,kɔ̃fiz,0,_~_əʁi,40,0.740740740740741,0.40966135263443,0.483383028644643
confit,m,kɔ̃.fi,0.74,0.17,2995,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
confiture,f,kɔ̃.fi.tyʁ,15.41,7.41,33441,suffix,suffix,0,0,0,ureF,ureF,confire,V,TRUE,kɔ̃fit,yʁ,kɔ̃fit,0,_~_yʁ,28,0.651162790697674,0.689378976821899,0.487395430181053
confluent,m,kɔ̃.fly.ɑ̃,0.88,0.21,6281,suffix,suffix,0,0,A,ent,ent,confluer,V,TRUE,kɔ̃fly,ɑ̃,kɔ̃fly,0,_~_ɑ̃,2,0.666666666666667,0.618916273117065,0.629667724617699
conformiste,m,kɔ̃.fɔʁ.mist,0.95,0.42,606,suffix,suffix,0,0,A,iste,iste,conformer,V,TRUE,kɔ̃fɔʁm,ist,kɔ̃fɔʁm,0,_~_ist,53,0.56989247311828,-0.051133897155523,0.184299128300437
confort,m,kɔ̃.fɔʁ,17.03,6.02,191831,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
confrère,m,kɔ̃.fʁɛʁ,11.28,3.98,55570,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
congé,m,kɔ̃.ʒe,21.62,20.74,171045,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
congestion,f,kɔ̃.ʒEs.tjɔ̃,1.76,1.1,7235,suffix,suffix,0,0,V0,ion,ion,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
congre,m,kɔ̃gʁ,0.2,0.44,4184,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
congrès,m,kɔ̃.gʁɛ,8.78,15.77,234564,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conjoncture,f,kɔ̃.ʒɔ̃k.tyʁ,2.5,0.8,40665,suffix,suffix,0,0,0,ureF,ureF,conjoindre,V,TRUE,kɔ̃ʒwaɲ,yʁ,kɔ̃ʒɔ̃kt,3,_waɲ~_ɔ̃ktyʁ,1,0.023255813953488,-0.050340212881565,0.366152111028148
conjurée,f,kɔ̃.ʒy.ʁe,0.47,0.56,0,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conne,f,kɔn,68.99,122.62,3613,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conneau,m,kO.no,0.27,0.16,36,suffix,suffix,0,0,0,eau,eau,con,A,TRUE,kɔn,o,kOn,0,_ɔ_~_O_o,1,0.05,-0.043248981237412,0.223621758656713
conque,f,kɔ̃k,2.23,0.48,4429,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conquête,f,kɔ̃.kɛt,16.42,5.95,96338,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conquistador,m,kɔ̃.kis.ta.dɔʁ,1.69,0.38,2197,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conscience,f,kɔ̃.sjɑ̃s,81.55,45.53,545877,suffix,suffix,0,0,0,ence,ence,conscient,A,TRUE,kɔ̃sj,ɑ̃s,kɔ̃sj,0,_~_ɑ̃s,14,1,0.477816700935364,0.628437563847661
conscription,f,kɔ̃s.kʁi.psjɔ̃,0.2,0.16,4220,suffix,suffix,0,0,0,ion,ion,conscrire,V,TRUE,UNKNOWN,jɔ̃,kɔ̃skʁips,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.140511736273766,0.359675238666123
conscrit,m,kɔ̃s.kʁi,1.89,0.27,3816,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
consensus,m,kɔ̃.sɛ̃.sys,0.34,0.65,84392,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
consentement,m,kɔ̃.sɑ̃.tə.mɑ̃,5.95,3.56,64452,suffix,suffix,0,0,0,ment,ment,consentir,V,TRUE,kɔ̃sɑ̃t,əmɑ̃,kɔ̃sɑ̃t,0,_~_əmɑ̃,114,0.678571428571429,0.354124158620834,0.477958498232923
conservation,f,kɔ̃.sɛʁ.va.sjɔ̃,3.24,0.85,147832,suffix,suffix,0,0,0,ion,ion,conserver,V,TRUE,kɔ̃vɛʁs,asjɔ̃,kɔ̃sɛʁv,2,_v_~_s_vajɔ̃,1,0.007194244604317,-0.264695465564728,0.336764448100434
conservatisme,m,kɔ̃.sɛʁ.va.tizm,0.54,0.01,11509,suffix,suffix,0,0,0,isme,isme,conserver,V,TRUE,kɔ̃sɛʁv,izm,kɔ̃sɛʁvat,2,_~_atizm,1,0.03030303030303,-0.0107755754143,0.51051570741708
conso,f,kɔ̃.so,0.14,0.19,8150,nonconcat,apocope,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
console,f,kɔ̃.sɔl,3.72,2.78,118893,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
consommatrice,f,kɔ̃.sO.ma.tʁis,6.22,1.9,9512,suffix,suffix,0,0,0,rice,eurM2,consommer,V,TRUE,kɔ̃sOm,atʁis,kɔ̃sOm,0,_~_atʁis,7,0.7,0.578457117080689,0.625612441321534
consort,m,kɔ̃.sɔʁ,0.41,0.3,3143,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
constante,f,kɔ̃s.tɑ̃t,0.47,1.54,23131,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
constat,m,kɔ̃s.ta,3.45,1.38,171569,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
constatation,f,kɔ̃s.ta.ta.sjɔ̃,4.86,0.54,43124,suffix,suffix,0,0,0,ion,ion,constater,V,TRUE,kɔ̃stat,asjɔ̃,kɔ̃stat,0,_~_asjɔ̃,83,0.597122302158273,0.271015673875809,0.653446094402155
consternation,f,kɔ̃s.tɛʁ.na.sjɔ̃,4.53,0.69,5772,suffix,suffix,0,0,0,ion,ion,consterner,V,TRUE,UNKNOWN,asjɔ̃,kɔ̃stɛʁn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.482496798038483,0.440355295746524
constituant,m,kɔ̃s.ti.tɥɑ̃,1.01,0.27,19729,suffix,suffix,0,0,A,ant,ant,constituer,V,TRUE,kɔ̃stitɥ,ɑ̃,kɔ̃stitɥ,0,_~_ɑ̃,38,1,0.306686043739319,0.653957047935323
constitution,f,kɔ̃s.ti.ty.sjɔ̃,9.12,6.74,319972,suffix,suffix,0,0,0,ion,ion,constituer,V,TRUE,kɔ̃stity,jɔ̃,kɔ̃stitys,1,_~_sjɔ̃,5,0.035971223021583,0.14346632361412,0.476594061862645
constriction,f,kɔ̃s.tʁi.ksjɔ̃,0.61,0.01,1012,suffix,suffix,0,0,0,ion,ion,constrict-,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
construction,f,kɔ̃s.tʁy.ksjɔ̃,24.12,13.12,804611,suffix,suffix,0,0,0,ion,ion,construire,V,TRUE,kɔ̃stʁɥiz,jɔ̃,kɔ̃stʁyks,3,_ɥiz~_yksjɔ̃,2,0.014388489208633,0.5738685131073,0.74664274756444
consul,m,kɔ̃.syl,10.07,3.95,28446,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
consultation,f,kɔ̃.syl.ta.sjɔ̃,8.24,4.59,286540,suffix,suffix,0,0,0,ion,ion,consulter,V,TRUE,kɔ̃sylt,asjɔ̃,kɔ̃sylt,0,_~_asjɔ̃,83,0.597122302158273,0.468896985054016,0.712108042999578
contact,m,kɔ̃.takt,65.47,69.85,659206,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contagion,f,kɔ̃.ta.ʒjɔ̃,3.72,1.21,14583,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contamination,f,kɔ̃.ta.mi.na.sjɔ̃,1.35,2.27,57548,suffix,suffix,0,0,0,ion,ion,contaminer,V,TRUE,kɔ̃tamin,asjɔ̃,kɔ̃tamin,0,_~_asjɔ̃,83,0.597122302158273,0.705189228057861,0.782221729989058
contemplation,f,kɔ̃.tɑ̃.pla.sjɔ̃,9.66,0.44,23720,suffix,suffix,0,0,0,ion,ion,contempler,V,TRUE,kɔ̃tɑ̃pl,asjɔ̃,kɔ̃tɑ̃pl,0,_~_asjɔ̃,83,0.597122302158273,0.57222718000412,0.723302191832558
contenance,f,kɔ̃.tə.nɑ̃s,6.15,0.41,12875,suffix,suffix,0,0,0,ance,ance,contenir,V,TRUE,kɔ̃tən,ɑ̃s,kɔ̃tən,0,_~_ɑ̃s,19,0.95,0.228221148252487,0.425347016243613
contenant,m,kɔ̃.tə.nɑ̃,0.74,0.5,22550,suffix,suffix,0,0,0,ant,ant,contenir,V,TRUE,kɔ̃tən,ɑ̃,kɔ̃tən,0,_~_ɑ̃,38,1,0.507118701934814,0.581706262684267
contentement,m,kɔ̃.tɑ̃.tə.mɑ̃,6.35,0.15,6466,suffix,suffix,0,0,0,ment,ment,contenter,V,TRUE,kɔ̃tɑ̃t,əmɑ̃,kɔ̃tɑ̃t,0,_~_əmɑ̃,114,0.678571428571429,0.017262894660235,0.405118916084822
conteste,m,kɔ̃.tɛst,1.01,0.54,20526,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contexte,m,kɔ̃.tɛkst,2.3,4.5,526537,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
continence,f,kɔ̃.ti.nɑ̃s,0.61,0.1,3332,suffix,suffix,0,0,0,ence,ence,continent,A,TRUE,kɔ̃tin,ɑ̃s,kɔ̃tin,0,_~_ɑ̃s,14,1,-0.089642949402332,0.437857507849545
continental,m,kɔ̃.ti.nɑ̃.tal,0.34,1,1,conversion,conversion-A,0,0,A,al,al,continent,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
continuation,f,kɔ̃.ti.nɥa.sjɔ̃,1.01,1.09,47811,suffix,suffix,0,0,0,ion,ion,continuer,V,TRUE,kɔ̃tinɥ,asjɔ̃,kɔ̃tinɥ,0,_~_asjɔ̃,83,0.597122302158273,0.23232139647007,0.195494414721617
continuum,m,kɔ̃.ti.nɥɔm,0.27,0.55,10492,suffix,suffix,0,0,0,um,um,continu,A,TRUE,kɔ̃tinɥ,ɔm,kɔ̃tinɥ,0,_~_ɔm,1,1,0.325698524713516,0.999999996137509
contorsionniste,m,kɔ̃.tɔʁ.sjO.nist,0.14,0.37,956,suffix,suffix,0,0,0,iste,iste,contorsion,N,TRUE,kɔ̃tɔʁsjɔ̃,ist,kɔ̃tɔʁsjOn,0,_ɔ̃~_Onist,6,0.064516129032258,0.488159835338593,0.230007622573504
contour,m,kɔ̃.tuʁ,16.28,2.09,57187,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contraceptif,m,kɔ̃.tʁa.sEp.tif,0.07,0.55,4895,conversion,conversion-A,0,0,A,if,if,contraception,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
contraction,f,kɔ̃.tʁa.ksjɔ̃,2.97,3.05,37975,suffix,suffix,0,0,0,ion,ion,contracter,V,TRUE,kɔ̃tʁakt,jɔ̃,kɔ̃tʁaks,1,_t~_sjɔ̃,2,0.014388489208633,0.306553095579147,0.599014864803265
contractuel,m,kɔ̃.tʁak.tɥɛl,0.34,0.71,8126,conversion,conversion-A,0,0,A,el,el,contrat,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
contracture,f,kɔ̃.tʁak.tyʁ,0.34,0.04,3100,suffix,suffix,0,0,V0,ureF,ureF,contracté,A,TRUE,kɔ̃tʁakte,yʁ,kɔ̃tʁakt,1,_e~_yʁ,2,0.046511627906977,0.525665760040283,0.397207002486778
contradiction,f,kɔ̃.tʁa.di.ksjɔ̃,12.97,2.09,124232,suffix,suffix,0,0,0,ion,ion,contredire,V,TRUE,kɔ̃tʁədiz,jɔ̃,kɔ̃tʁadiks,3,_ə_z~_a_ksjɔ̃,1,0.007194244604317,0.327876627445221,0.643394071807345
contre-attaque,f,kɔ̃.tʁa.tak,2.16,1.46,10414,prefix,prefix,contre,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contre-courant,m,kɔ̃.tʁə.ku.ʁɑ̃,1.96,0.59,9032,prefix,prefix,contre,0,0,ant,ant,courir,V,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
contre-jour,m,kɔ̃.tʁə.ʒuʁ,6.01,0.39,2757,prefix,prefix,contre,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contre-la-montre,m,kɔ̃.tʁə.la.mɔ̃tʁ,0,0.8,0,polylexical,agglomerate,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contre-pied,m,kɔ̃.tʁə.pje,0.61,0.04,7106,prefix,prefix,contre,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contrebande,f,kɔ̃.tʁə.bɑ̃d,1.96,3.72,10242,prefix,prefix,contre,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contredit,m,kɔ̃.tʁə.di,0.27,0.15,3191,conversion,conversion-V12,contre,0,V12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contrefaçon,f,kɔ̃.tʁə.fa.sɔ̃,1.15,1.12,27734,prefix,prefix,contre,0,0,onF,onF,faire,V,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
contremaître,m,kɔ̃.tʁə.mɛtʁ,3.99,3.65,4832,prefix,prefix,contre,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contrepartie,f,kɔ̃.tʁə.paʁ.ti,2.16,1.33,69356,prefix,prefix,contre,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contrepoids,m,kɔ̃.tʁə.pwa,1.82,0.56,6609,prefix,prefix,contre,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contrepoint,m,kɔ̃.tʁə.pwɛ̃,1.62,0.33,9428,prefix,prefix,contre,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contrepoison,m,kɔ̃.tʁə.pwa.zɔ̃,0.47,0,306,prefix,prefix,contre,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contrevenant,m,kɔ̃.tʁə.və.nɑ̃,0.27,0.5,10443,suffix,suffix,contre,0,0,ant,ant,contrevenir,V,TRUE,kɔ̃tʁəvən,ɑ̃,kɔ̃tʁəvən,0,_~_ɑ̃,38,1,0.431090414524078,0.529929150616544
contribuable,f,kɔ̃.tʁi.bɥabl,0.41,2.55,100235,suffix,suffix,0,0,A,able,able,contribuer,V,TRUE,kɔ̃tʁibɥ,abl,kɔ̃tʁibɥ,0,_~_abl,1,1,0.10009877383709,0.999999955367135
convaincu,m,kɔ̃.vɛ̃.ky,1.55,0.29,0,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conventionnel,m,kɔ̃.vɑ̃.sjO.nɛl,0.47,0.07,3107,conversion,conversion-A,0,0,A,el,el,convention,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
converse,f,kɔ̃.vɛʁs,1.28,0.09,2127,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
convoi,m,kɔ̃.vwa,18.78,9.39,30328,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
convoyeur,m,kɔ̃.vwa.jœʁ,0.95,1.1,5610,suffix,suffix,0,0,0,eurM,eurM1,convoyer,V,TRUE,kɔ̃vwaj,œʁ,kɔ̃vwaj,0,_~_œʁ,134,0.761363636363636,0.450416296720505,0.416949210448084
copieur,m,kO.pjœʁ,0.2,0.3,2426,suffix,suffix,0,0,0,eurM,eurM1,copier,V,TRUE,kOpj,œʁ,kOpj,0,_~_œʁ,134,0.761363636363636,0.481992125511169,0.452603136631804
copiste,m,kO.pist,0.81,0.4,4885,suffix,suffix,0,0,0,iste,iste,copie,N,TRUE,kOpi,ist,kOp,1,_~_st,2,0.021505376344086,0.389554560184479,0.325600419215572
coque,f,kɔk,12.64,5,57517,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coran,m,kO.ʁɑ̃,2.43,1.96,73013,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
corbeille,f,kɔʁ.bɛj,19.12,2.71,16367,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
corbillard,m,kɔʁ.bi.jaʁ,4.19,1.63,2134,suffix,suffix,0,0,0,ard,ard,Corbeil,NP,TRUE,UNKNOWN,aʁ,kɔʁbij,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
cordeau,m,kɔʁ.do,1.76,0.2,3480,suffix,suffix,0,0,0,eau,eau,corde,N,TRUE,kɔʁd,o,kɔʁd,0,_~_o,12,0.6,0.536005854606628,0.412538943046459
cordelette,f,kɔʁ.də.lɛt,3.72,0.11,2926,suffix,suffix,0,0,0,ette,et,corde,N,TRUE,kɔʁd,ɛt,kɔʁdəl,2,_~_əlɛt,3,0.054545454545455,0.711785674095154,0.367522548372824
cordial,m,kɔʁ.djal,1.96,0.44,660,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordialité,f,kɔʁ.dja.li.te,3.65,0.09,2202,suffix,suffix,0,0,0,ité,ité,cordial,A,TRUE,kɔʁdjal,ite,kɔʁdjal,0,_~_ite,32,0.581818181818182,0.689736008644104,0.61978480489923
cordier,m,kɔʁ.dje,0.74,0,1585,suffix,suffix,0,0,0,ier,ier,corde,N,TRUE,kɔʁd,je,kɔʁd,0,_~_je,49,0.6125,0.515141308307648,0.530944447831594
cordon,m,kɔʁ.dɔ̃,12.23,5.21,36732,suffix,suffix,0,0,V0,on,on,corde,N,TRUE,kɔʁd,ɔ̃,kɔʁd,0,_~_ɔ̃,39,0.609375,0.512035846710205,0.167387266101259
cordon-bleu,m,kɔʁ.dɔ̃.blø,0.14,0.27,220,polylexical,native_compound,0,NOUN-ADJ,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordonnière,f,kɔʁ.dO.njɛʁ,3.92,1.86,64,suffix,suffix,0,0,0,ière,ier,cordon,N,TRUE,kɔʁdɔ̃,jɛʁ,kɔʁdOn,0,_ɔ̃~_Onjɛʁ,2,0.068965517241379,-0.078469388186932,0.555481116267709
cornac,m,kɔʁ.nak,0.41,0.03,571,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cornard,m,kɔʁ.naʁ,0.47,0.71,96,suffix,suffix,0,0,0,ard,ard,corne,N,TRUE,kɔʁn,aʁ,kɔʁn,0,_~_aʁ,16,0.727272727272727,0.176008701324463,0.601983855235774
corne,f,kɔʁn,19.46,7.79,36730,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
corneille,f,kɔʁ.nɛj,2.36,0.86,3681,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cornemuse,f,kɔʁ.nə.myz,0.61,1.38,7030,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
corner,m,koʁ.nɛʁ,0.14,0.3,27651,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cornet,m,kɔʁ.nɛ,8.04,1.85,11914,suffix,suffix,0,0,0,et,et,corne,N,TRUE,kɔʁn,ɛ,kɔʁn,0,_~_ɛ,15,0.535714285714286,0.381792604923248,0.351379476952325
cornette,f,kɔʁ.nɛt,2.7,0.18,2712,suffix,suffix,0,0,0,ette,et,corne,N,TRUE,kɔʁn,ɛt,kɔʁn,0,_~_ɛt,46,0.836363636363636,0.277332425117493,0.469930958697176
corniaud,m,kɔʁ.njo,5.34,0.95,736,suffix,suffix,0,0,0,aud,aud,corne,N,TRUE,kɔʁn,o,kɔʁnj,1,_~_jo,1,1,0.180982261896133,1.00000003442452
